,Codi Municipi,Codi Província,CUP_pct,CSQP_pct,Cs_pct,JxSi_pct,PP_pct,PSC_pct,Unio_pct,Unionisme_pct,Independ_pct,Cat,Spa,Abroad,Tot,pct_cat,pct_foreign,pct_spa,RFDB,RFDB_hab,RFDB_idx,ST,1erGrau,2nGrau,Univ,Tot_Niv_Ed,pct_Univ,pct_1erGrau,understands,speaks,reads,writes,no_underst,Tot_cat,pct_cat_speakers
"Hospitalet de Llobregat, l'",8101,8,5.97,13.37,23.62,18.91,11.37,22.96,1.72,57.949999999999996,24.88,123292.0,62390.0,69122.0,254804.0,48.386995494576226,27.12751762138742,24.48548688403636,4109838.0,16.5,100.1,30730.0,35590.0,122064.0,30018.0,218401.0,13.74444256207618,16.295712931717347,228536.0,137300.0,162583.0,99459.0,22287.0,250822.0,54.7400148312349
"Hostalets de Pierola, els",8162,8,10.22,6.21,14.98,46.77,7.15,10.34,2.26,32.47,56.99,2247.0,348.0,296.0,2891.0,77.72397094430993,10.238671739882394,12.037357315807679,,,,,277.0,1501.0,,2265.0,,12.229580573951434,2560.0,2097.0,2154.0,1560.0,212.0,2772.0,75.64935064935065
Hostalric,17083,17,7.29,8.93,8.57,54.51,6.56,10.53,1.78,25.66,61.8,2960.0,619.0,479.0,4058.0,72.94233612617053,11.803844258255298,15.253819615574175,,,,,542.0,2109.0,,3339.0,,16.232404911650196,3612.0,2981.0,3085.0,2166.0,233.0,3845.0,77.52925877763329
Igualada,8102,8,8.12,5.15,12.88,54.71,6.48,8.59,2.79,27.95,62.83,27904.0,5663.0,5420.0,38987.0,71.5725754738759,13.902069920742811,14.525354605381281,579906.0,15.0,91.2,3032.0,3965.0,18350.0,6386.0,31733.0,20.124160968077394,12.49487914789021,36560.0,31087.0,31864.0,24407.0,1551.0,38112.0,81.56748530646516
Isona i Conca Dellà,25115,25,6.2,3.33,5.45,70.65,4.54,4.54,2.27,14.530000000000001,76.85000000000001,872.0,46.0,128.0,1046.0,83.36520076481835,12.237093690248566,4.397705544933078,,,,,199.0,542.0,,968.0,,20.55785123966942,1063.0,938.0,946.0,670.0,,1065.0,88.07511737089202
Isòvol,17084,17,10.89,3.47,4.95,66.34,2.97,3.47,5.94,11.39,77.23,249.0,16.0,11.0,276.0,90.21739130434783,3.9855072463768115,5.797101449275362,,,,,,,,,,,309.0,278.0,278.0,200.0,0.0,309.0,89.96763754045307
Ivars d'Urgell,25113,25,8.23,1.65,4.84,71.71,4.84,5.76,2.26,15.44,79.94,1257.0,86.0,235.0,1578.0,79.65779467680608,14.892268694550063,5.449936628643853,,,,,328.0,643.0,,1413.0,,23.21302193913659,1462.0,1312.0,1319.0,1043.0,,1602.0,81.8976279650437
Ivars de Noguera,25112,25,19.07,2.54,11.44,43.64,10.17,4.66,8.05,26.270000000000003,62.71,282.0,35.0,34.0,351.0,80.34188034188034,9.686609686609687,9.971509971509972,,,,,,,,,,,356.0,285.0,324.0,204.0,,359.0,79.38718662952647
Ivorra,25114,25,5.43,0.0,0.0,91.3,3.26,0.0,0.0,3.26,96.72999999999999,104.0,5.0,5.0,114.0,91.2280701754386,4.385964912280702,4.385964912280702,,,,,,,,,,,114.0,113.0,107.0,86.0,0.0,114.0,99.12280701754386
Jafre,17085,17,13.95,2.33,4.26,71.71,1.55,3.1,3.1,8.91,85.66,320.0,20.0,46.0,386.0,82.90155440414507,11.917098445595855,5.181347150259067,,,,,,,,,,,401.0,367.0,361.0,273.0,,405.0,90.61728395061728
"Jonquera, la",17086,17,6.47,5.43,18.85,41.21,10.7,13.9,2.08,43.45,47.68,1407.0,558.0,1266.0,3231.0,43.546889507892296,39.182915506035286,17.270194986072422,,,,,483.0,1736.0,,2616.0,,18.46330275229358,2851.0,1838.0,2109.0,1266.0,222.0,3074.0,59.791802212101494
Jorba,8103,8,9.9,3.69,7.57,59.42,6.6,5.44,5.83,19.61,69.32000000000001,723.0,75.0,33.0,831.0,87.00361010830325,3.9711191335740073,9.025270758122744,,,,,,,,,,,796.0,721.0,747.0,597.0,,804.0,89.67661691542288
Josa i Tuixén,25910,25,15.29,3.53,1.18,70.59,1.18,2.35,3.53,4.71,85.88,106.0,4.0,12.0,122.0,86.88524590163935,9.836065573770492,3.278688524590164,,,,,,,,,,,139.0,126.0,137.0,101.0,0.0,139.0,90.64748201438849
Juià,17087,17,11.89,4.32,3.24,72.97,6.49,1.08,0.0,10.81,84.86,275.0,24.0,28.0,327.0,84.09785932721712,8.562691131498472,7.339449541284404,,,,,,,,,,,319.0,301.0,296.0,246.0,,321.0,93.76947040498442
Juncosa,25118,25,10.25,2.47,7.77,60.07,7.07,2.47,8.13,17.310000000000002,70.32,353.0,27.0,38.0,418.0,84.44976076555024,9.090909090909092,6.45933014354067,,,,,,,,,,,446.0,413.0,407.0,246.0,,452.0,91.3716814159292
Juneda,25119,25,9.04,1.99,3.71,71.42,4.2,4.74,3.23,12.649999999999999,80.46000000000001,2609.0,139.0,595.0,3343.0,78.04367334729285,17.798384684415197,4.157941968291953,,,,,482.0,1835.0,,2856.0,,16.876750700280112,3275.0,2749.0,2695.0,2171.0,,3324.0,82.70156438026474
Les,25121,25,9.51,4.64,17.4,22.04,11.37,28.07,2.32,56.839999999999996,31.549999999999997,549.0,140.0,269.0,958.0,57.306889352818374,28.079331941544886,14.613778705636744,,,,,135.0,,,847.0,,15.938606847697757,935.0,613.0,669.0,477.0,65.0,1000.0,61.3
Linyola,25122,25,6.22,3.33,7.42,70.02,4.78,4.34,2.64,16.54,76.24,2097.0,195.0,358.0,2650.0,79.13207547169812,13.50943396226415,7.3584905660377355,,,,,438.0,1312.0,,2215.0,,19.774266365688487,2518.0,2221.0,2284.0,1757.0,,2573.0,86.31947143412359
"Llacuna, la",8104,8,13.49,1.04,3.11,71.28,4.15,2.6,2.6,9.86,84.77,708.0,63.0,101.0,872.0,81.19266055045871,11.582568807339449,7.224770642201835,,,,,,,,,,,887.0,796.0,801.0,617.0,,895.0,88.93854748603351
Lladorre,25123,25,15.24,3.05,2.44,73.17,0.0,3.05,1.83,5.49,88.41,205.0,15.0,6.0,226.0,90.70796460176992,2.6548672566371683,6.6371681415929205,,,,,,,,,,,239.0,221.0,223.0,180.0,0.0,239.0,92.46861924686192
Lladurs,25124,25,10.29,2.21,7.35,63.24,8.09,0.0,8.09,15.44,73.53,176.0,9.0,2.0,187.0,94.11764705882354,1.0695187165775402,4.81283422459893,,,,,,,,,,,185.0,176.0,173.0,143.0,0.0,185.0,95.13513513513513
Lladó,17088,17,12.39,3.54,2.21,72.57,4.42,3.1,1.55,9.73,84.96,640.0,36.0,76.0,752.0,85.1063829787234,10.106382978723405,4.787234042553192,,,,,,,,,,,697.0,626.0,610.0,483.0,,703.0,89.04694167852062
"Llagosta, la",8105,8,4.25,15.64,25.66,14.83,10.81,25.07,1.49,61.540000000000006,19.08,7698.0,3644.0,1905.0,13247.0,58.11127047633426,14.380614478749905,27.50811504491583,207735.0,15.7,95.4,1584.0,1445.0,7326.0,,11215.0,,12.884529647793133,12366.0,8109.0,9322.0,5973.0,919.0,13285.0,61.038765525028225
Llagostera,17089,17,8.8,3.25,12.19,60.47,3.99,7.76,2.18,23.939999999999998,69.27,5838.0,968.0,1460.0,8266.0,70.62666344060005,17.66271473505928,11.710621824340672,112026.0,13.9,84.8,688.0,1147.0,4175.0,,6656.0,,17.232572115384617,7504.0,6510.0,6600.0,5182.0,272.0,7776.0,83.71913580246914
Llambilles,17090,17,5.56,2.26,4.94,75.72,3.5,4.94,2.06,13.38,81.28,644.0,52.0,27.0,723.0,89.07330567081604,3.7344398340248963,7.19225449515906,,,,,,,,,,,696.0,674.0,665.0,554.0,,698.0,96.56160458452722
Llanars,17091,17,7.08,0.88,4.13,76.7,2.65,4.42,3.54,11.200000000000001,83.78,451.0,22.0,41.0,514.0,87.7431906614786,7.976653696498055,4.280155642023346,,,,,,,,,,,539.0,527.0,512.0,407.0,0.0,539.0,97.77365491651206
Llançà,17092,17,9.66,3.7,15.52,51.72,5.68,9.73,2.69,30.93,61.379999999999995,3271.0,842.0,821.0,4934.0,66.29509525739765,16.6396432914471,17.065261451155248,64108.0,13.2,80.2,,835.0,2432.0,,4278.0,,19.518466573165032,4840.0,3968.0,4147.0,3047.0,140.0,4980.0,79.67871485943775
Llardecans,25125,25,4.89,1.15,4.6,72.41,6.61,2.87,4.89,14.08,77.3,440.0,22.0,14.0,476.0,92.43697478991596,2.9411764705882355,4.621848739495798,,,,,,,,,,,493.0,457.0,462.0,324.0,,501.0,91.21756487025948
Llavorsí,25126,25,25.33,3.56,1.33,46.67,5.33,7.56,6.67,14.22,72.0,290.0,29.0,36.0,355.0,81.69014084507042,10.140845070422536,8.169014084507042,,,,,,,,,,,340.0,323.0,322.0,230.0,0.0,340.0,95.0
Lleida,25120,25,7.35,6.14,18.56,40.89,10.21,11.29,3.81,40.06,48.24,88639.0,21322.0,28183.0,138144.0,64.16420546675933,20.40117558489692,15.434618948343758,1986379.0,14.6,88.8,9385.0,14949.0,64971.0,24207.0,113512.0,21.32549862569596,13.169532736626964,126697.0,100284.0,106331.0,77491.0,6690.0,133387.0,75.1827389475736
Llers,17093,17,10.97,2.36,10.69,63.75,4.72,3.33,1.81,18.74,74.72,928.0,142.0,140.0,1210.0,76.69421487603306,11.570247933884298,11.735537190082646,,,,,163.0,646.0,,997.0,,16.349047141424272,1138.0,1010.0,1041.0,771.0,,1154.0,87.52166377816292
Lles de Cerdanya,25127,25,12.97,2.16,1.08,76.76,0.54,3.78,2.16,5.3999999999999995,89.73,227.0,9.0,11.0,247.0,91.90283400809717,4.4534412955465585,3.6437246963562755,,,,,,,,,,,255.0,246.0,248.0,186.0,,258.0,95.34883720930233
Llimiana,25128,25,13.08,9.35,1.87,64.49,0.0,4.67,3.74,6.54,77.57,133.0,13.0,4.0,150.0,88.66666666666667,2.6666666666666665,8.666666666666666,,,,,,,,,,,177.0,162.0,165.0,119.0,0.0,177.0,91.52542372881356
Llinars del Vallès,8106,8,9.6,6.18,16.63,45.52,7.89,9.96,2.79,34.48,55.120000000000005,6828.0,1843.0,1046.0,9717.0,70.26860142019142,10.76463929196254,18.966759287846042,148768.0,15.7,95.4,717.0,1207.0,4159.0,1505.0,7589.0,19.831334826722887,15.904598761365135,8711.0,6863.0,7302.0,5239.0,403.0,9114.0,75.30173359666448
Lliçà d'Amunt,8107,8,6.55,10.87,23.56,31.26,9.72,14.24,1.66,47.519999999999996,37.81,10912.0,3171.0,676.0,14759.0,73.93454841113896,4.580256114912935,21.4851954739481,238401.0,16.3,99.2,1337.0,1191.0,7698.0,1370.0,11597.0,11.81340001724584,10.269897387255325,13682.0,10432.0,11088.0,7861.0,541.0,14223.0,73.34598889123251
Lliçà de Vall,8108,8,5.75,10.96,22.77,33.71,10.76,11.9,2.63,45.43,39.46,4610.0,1478.0,282.0,6370.0,72.37048665620094,4.427001569858713,23.202511773940344,108856.0,17.2,104.7,607.0,566.0,3311.0,614.0,5099.0,12.041576779760737,11.10021572857423,6120.0,4710.0,5133.0,3516.0,150.0,6270.0,75.11961722488039
"Lloar, el",43072,43,7.95,1.14,4.55,64.77,9.09,2.27,10.23,15.91,72.72,113.0,3.0,7.0,123.0,91.869918699187,5.691056910569106,2.4390243902439024,,,,,,,,,,,112.0,108.0,106.0,83.0,0.0,112.0,96.42857142857143
Llobera,25129,25,6.16,0.68,0.68,79.45,4.11,1.37,6.85,6.16,85.61,194.0,9.0,0.0,203.0,95.56650246305419,0.0,4.433497536945813,,,,,,,,,,,205.0,203.0,199.0,179.0,0.0,205.0,99.02439024390245
Llorac,43073,43,10.45,2.99,5.97,70.15,0.0,2.99,4.48,8.96,80.60000000000001,83.0,5.0,8.0,96.0,86.45833333333333,8.333333333333334,5.208333333333333,,,,,,,,,,,110.0,105.0,109.0,94.0,0.0,110.0,95.45454545454545
Llorenç del Penedès,43074,43,9.97,6.14,12.57,57.59,3.68,5.71,2.6,21.96,67.56,1816.0,354.0,153.0,2323.0,78.17477399913905,6.586310804993543,15.238915195867413,,,,,316.0,1092.0,,1806.0,,17.497231450719823,2093.0,1881.0,1849.0,1428.0,,2158.0,87.16404077849862
Lloret de Mar,17095,17,4.57,8.44,24.41,34.12,10.17,14.33,2.02,48.910000000000004,38.69,15821.0,6901.0,14320.0,37042.0,42.7109767291183,38.658819718157766,18.630203552723934,393860.0,10.5,63.7,2640.0,4128.0,21391.0,4585.0,32744.0,14.002565355484974,12.60688981187393,34646.0,21870.0,24035.0,16847.0,3496.0,38143.0,57.33686390687675
"Llosses, les",17096,17,16.67,3.79,1.52,69.7,4.55,0.0,3.79,6.07,86.37,191.0,11.0,11.0,213.0,89.67136150234742,5.164319248826291,5.164319248826291,,,,,,,,,,,219.0,198.0,199.0,167.0,0.0,219.0,90.41095890410959
Lluçà,8109,8,28.65,1.56,0.0,60.94,5.21,0.0,3.65,5.21,89.59,258.0,12.0,10.0,280.0,92.14285714285714,3.5714285714285716,4.285714285714286,,,,,,,,,,,246.0,232.0,226.0,192.0,0.0,246.0,94.3089430894309
Llívia,17094,17,7.28,1.25,13.3,64.24,5.4,4.64,2.63,23.340000000000003,71.52,1043.0,152.0,272.0,1467.0,71.0974778459441,18.541240627130197,10.3612815269257,,,,,267.0,,,1428.0,,18.69747899159664,1608.0,1160.0,1279.0,852.0,0.0,1608.0,72.13930348258707
Madremanya,17097,17,21.59,1.14,3.98,63.64,2.84,1.14,1.7,7.96,85.23,238.0,9.0,33.0,280.0,85.0,11.785714285714286,3.2142857142857144,,,,,,,,,,,256.0,230.0,229.0,178.0,0.0,256.0,89.84375
Maials,25133,25,2.81,1.76,3.51,76.27,5.45,4.75,4.04,13.71,79.08,788.0,31.0,131.0,950.0,82.94736842105263,13.789473684210526,3.263157894736842,,,,,,,,,,,949.0,834.0,838.0,519.0,,962.0,86.6943866943867
Maià de Montcal,17098,17,15.89,3.88,7.75,55.04,6.59,6.98,2.71,21.32,70.93,341.0,32.0,60.0,433.0,78.75288683602771,13.856812933025404,7.390300230946882,,,,,,,,,,,405.0,337.0,334.0,260.0,,420.0,80.23809523809524
Maldà,25130,25,11.11,1.85,3.7,70.37,3.09,5.56,1.85,12.35,81.48,208.0,12.0,10.0,230.0,90.43478260869566,4.3478260869565215,5.217391304347826,,,,,,,,,,,227.0,201.0,194.0,149.0,0.0,227.0,88.54625550660793
Malgrat de Mar,8110,8,6.88,8.01,16.67,41.27,7.75,15.83,1.91,40.25,48.150000000000006,12059.0,3650.0,2586.0,18295.0,65.91418420333424,14.135009565455043,19.950806231210713,256385.0,14.1,85.9,1642.0,2319.0,9259.0,1956.0,15176.0,12.888771744860305,15.280706378492356,16890.0,13281.0,14053.0,9903.0,901.0,17791.0,74.65010398516104
Malla,8111,8,9.45,1.0,2.49,77.11,6.47,0.5,2.99,9.46,86.56,253.0,3.0,11.0,267.0,94.7565543071161,4.119850187265918,1.1235955056179776,,,,,,,,,,,259.0,258.0,250.0,222.0,0.0,259.0,99.61389961389962
Manlleu,8112,8,7.71,4.39,11.96,59.38,5.09,8.38,2.06,25.430000000000003,67.09,13388.0,2548.0,4168.0,20104.0,66.59371269399125,20.732192598487863,12.674094707520892,275899.0,13.8,84.1,2486.0,2513.0,9432.0,1633.0,16062.0,10.166853442908728,15.645623210061014,18485.0,15472.0,15967.0,12520.0,860.0,19345.0,79.97932282243474
Manresa,8113,8,8.68,5.34,12.6,54.31,5.94,9.48,2.43,28.02,62.99,51029.0,10410.0,13313.0,74752.0,68.26439426369863,17.809556934931507,13.926048801369863,1147590.0,15.4,93.8,6497.0,10320.0,35333.0,11067.0,63215.0,17.506920825753383,16.32523926283319,69306.0,57836.0,60900.0,46262.0,3935.0,73241.0,78.96669898007946
Margalef,43075,43,5.63,9.86,7.04,70.42,0.0,2.82,1.41,9.86,76.05,81.0,6.0,10.0,97.0,83.50515463917526,10.309278350515465,6.185567010309279,,,,,,,,,,,110.0,105.0,106.0,66.0,,111.0,94.5945945945946
Marganell,8242,8,12.09,4.95,1.65,62.64,3.85,5.49,8.79,10.99,74.73,215.0,34.0,28.0,277.0,77.61732851985559,10.108303249097473,12.274368231046932,,,,,,,,,,,268.0,209.0,237.0,172.0,0.0,268.0,77.98507462686567
Martorell,8114,8,7.15,12.38,21.59,30.81,7.92,16.4,2.15,45.91,37.96,17095.0,5199.0,5351.0,27645.0,61.837583649846266,19.356122264423945,18.80629408572979,429473.0,15.6,94.9,2425.0,3369.0,13559.0,2634.0,21987.0,11.979806249147224,15.32269068085687,24539.0,18316.0,19588.0,13907.0,2095.0,26635.0,68.76666040923597
Martorelles,8115,8,7.43,12.35,21.28,33.83,7.13,13.59,2.43,42.00000000000001,41.26,3295.0,1116.0,314.0,4725.0,69.73544973544973,6.645502645502646,23.61904761904762,,,,,595.0,2615.0,,4125.0,,14.424242424242424,4608.0,3643.0,3778.0,2589.0,161.0,4769.0,76.3891801216188
Marçà,43076,43,17.71,3.81,3.27,63.22,1.63,3.54,4.63,8.440000000000001,80.93,489.0,27.0,70.0,586.0,83.44709897610922,11.945392491467576,4.607508532423208,,,,,,,,,,,631.0,593.0,597.0,472.0,0.0,631.0,93.97781299524564
Mas de Barberans,43077,43,7.03,1.22,7.95,33.64,14.37,28.75,5.5,51.07,40.67,517.0,22.0,66.0,605.0,85.45454545454545,10.909090909090908,3.6363636363636362,,,,,,,,,,,632.0,541.0,519.0,313.0,,633.0,85.46603475513429
